MaHoaDon,DiemPhucVu,DiemViTri,DiemChatLuongMonAn,DiemGiaCa,DiemKhongGian,BinhLuan
11542,3,9,5,6,0,Không gian chật chội!
20347,10,0,4,3,3,Giá quá đắt!
136331,10,1,9,1,3,Không ngon!
31466,5,6,2,9,2,Không hài lòng!
28421,8,4,8,1,3,Không ngon!
115995,7,8,8,1,1,Dịch vụ kém!
123210,5,6,2,4,1,Không ngon!
52478,9,5,2,5,1,Không hài lòng!
35395,8,3,5,10,10,"Ngon, sẽ quay lại!"
139476,5,8,3,7,6,Không hài lòng!
138685,5,1,8,5,8,Dịch vụ kém!
131907,7,0,0,7,8,Không gian chật chội!
16483,9,10,4,7,1,Rất hài lòng!
13540,2,9,0,0,8,Không hài lòng!
60373,7,0,9,1,2,Giá quá đắt!
115683,3,3,3,4,3,Không gian chật chội!
8050,8,6,6,3,3,Không hài lòng!
47054,1,6,7,6,7,Dịch vụ kém!
30882,0,9,3,0,2,Không hài lòng!
79240,0,1,4,7,10,Không ngon!
102089,0,7,8,4,3,Không gian chật chội!
30011,2,6,4,1,9,Không ngon!
9219,8,7,8,3,6,Rất hài lòng!
143617,9,0,10,1,2,Không ngon!
36582,7,7,8,0,6,Không gian chật chội!
99185,3,9,9,1,1,Dịch vụ kém!
102499,7,3,1,0,10,Dịch vụ kém!
36463,10,8,8,5,5,Dịch vụ tuyệt vời!
3034,9,6,2,3,7,Giá quá đắt!
86942,4,9,3,6,0,Không ngon!
92493,10,4,7,0,0,Không hài lòng!
100769,5,9,0,5,1,Không gian chật chội!
5178,7,2,2,1,5,Không ngon!
44103,7,8,7,10,7,"Ngon, sẽ quay lại!"
113696,3,3,5,6,5,Không ngon!
74264,2,3,10,9,3,Dịch vụ kém!
61403,9,0,3,1,8,Không hài lòng!
14408,9,5,7,9,2,Giá cả hợp lý!
119118,0,7,0,0,5,Không hài lòng!
93720,6,3,10,4,3,Không hài lòng!
136720,1,4,3,10,5,Giá quá đắt!
124525,8,7,0,1,6,Không gian chật chội!
117575,10,4,4,9,3,Dịch vụ tuyệt vời!
17600,7,3,4,1,5,Không ngon!
74225,0,1,9,0,6,Dịch vụ kém!
112012,1,5,10,6,10,"Ngon, sẽ quay lại!"
6969,1,1,7,0,2,Giá quá đắt!
26401,9,4,4,1,2,Không gian chật chội!
43108,9,2,9,0,2,Không gian chật chội!
51553,5,6,6,4,4,Giá quá đắt!
97110,6,5,7,6,4,Không hài lòng!
71695,5,6,5,0,4,Không ngon!
139483,9,4,9,10,1,"Ngon, sẽ quay lại!"
115655,0,4,8,8,6,Giá quá đắt!
147110,9,1,4,7,2,Không gian chật chội!
124905,2,7,0,5,10,Dịch vụ kém!
97492,6,6,7,0,1,Không ngon!
50057,3,8,5,2,5,Giá quá đắt!
5829,6,10,9,7,4,"Ngon, sẽ quay lại!"
147301,7,8,3,1,6,Không hài lòng!
80882,6,2,4,4,2,Không ngon!
92529,0,4,6,3,9,Giá quá đắt!
81623,5,0,3,6,1,Dịch vụ kém!
113680,2,8,6,0,9,Giá quá đắt!
21055,9,0,1,2,8,Giá quá đắt!
133902,9,2,1,4,5,Giá quá đắt!
120830,8,7,1,0,4,Không ngon!
122308,9,6,0,3,4,Không gian chật chội!
66141,10,6,7,7,9,"Ngon, sẽ quay lại!"
113003,3,1,2,5,6,Dịch vụ kém!
137823,7,8,5,2,7,Không gian chật chội!
89125,9,10,4,2,8,Giá cả hợp lý!
149014,7,0,1,6,0,Không gian chật chội!
133839,0,2,4,7,9,Dịch vụ kém!
5358,4,3,4,4,4,Không hài lòng!
95285,8,7,10,4,4,Không gian đẹp!
118160,6,9,0,10,9,Giá cả hợp lý!
75705,0,4,3,3,6,Dịch vụ kém!
6187,9,10,9,3,7,Giá cả hợp lý!
140168,9,8,1,9,3,"Ngon, sẽ quay lại!"
100515,4,1,9,4,2,Dịch vụ kém!
23025,9,4,9,1,4,Dịch vụ kém!
45082,8,3,1,4,0,Không ngon!
29995,10,1,0,0,10,Giá quá đắt!
54174,7,9,4,9,1,"Ngon, sẽ quay lại!"
90610,10,4,4,1,3,Không ngon!
47235,10,9,6,3,1,Dịch vụ kém!
11987,0,6,9,9,0,Dịch vụ kém!
105443,4,6,7,6,0,Không gian chật chội!
116024,4,2,4,6,6,Không gian chật chội!
23855,8,3,8,1,4,Không ngon!
125788,7,10,1,0,3,Không ngon!
27688,2,6,9,1,7,Giá quá đắt!
107367,6,2,9,2,4,Dịch vụ kém!
130342,1,1,9,5,3,Giá quá đắt!
116456,6,10,2,2,7,Dịch vụ kém!
92459,9,3,5,3,1,Dịch vụ kém!
7055,5,10,5,8,8,Không gian đẹp!
4789,5,1,4,0,4,Không gian chật chội!
130320,4,3,6,4,3,Dịch vụ kém!
60916,0,2,6,7,5,Giá quá đắt!
123265,9,7,4,1,3,Không hài lòng!
49830,9,9,10,0,2,"Ngon, sẽ quay lại!"
104953,9,4,0,2,5,Không hài lòng!
108726,10,1,6,8,8,Không gian đẹp!
142537,10,6,10,2,5,Không gian đẹp!
30438,0,6,10,0,1,Không hài lòng!
19056,0,9,3,5,5,Giá quá đắt!
92812,3,1,10,8,7,Dịch vụ kém!
77908,0,1,10,4,10,Không ngon!
95874,9,2,10,10,0,Không gian đẹp!
65682,6,8,6,3,7,Không gian đẹp!
86295,8,0,10,3,5,Không hài lòng!
126221,2,9,0,8,8,Không ngon!
122449,4,0,2,10,3,Không ngon!
119447,3,5,8,9,5,"Ngon, sẽ quay lại!"
86556,7,2,1,5,4,Không hài lòng!
45581,1,10,4,9,8,Không gian đẹp!
92507,10,4,6,0,8,Không gian chật chội!
75995,8,3,4,3,6,Giá quá đắt!
70734,6,9,4,4,7,Rất hài lòng!
27961,6,4,3,4,2,Giá quá đắt!
116491,3,10,4,3,3,Không hài lòng!
99713,6,7,6,5,3,Không gian chật chội!
86839,3,1,10,6,5,Dịch vụ kém!
28723,7,3,6,0,9,Dịch vụ kém!
78489,10,0,1,1,3,Không hài lòng!
67251,7,7,9,1,2,Không gian chật chội!
101808,2,8,8,7,3,Không ngon!
65188,4,9,1,2,5,Không hài lòng!
84662,2,0,5,6,4,Giá quá đắt!
36498,9,3,8,0,3,Không hài lòng!
113441,5,8,8,0,4,Giá quá đắt!
76253,2,6,2,1,1,Giá quá đắt!
79337,2,6,8,5,4,Giá quá đắt!
12682,2,6,9,9,0,Dịch vụ kém!
132172,7,0,4,10,5,Không ngon!
52847,3,3,4,5,6,Không hài lòng!
127241,9,3,0,6,1,Không gian chật chội!
3600,2,2,8,5,8,Không ngon!
36503,8,8,8,7,10,Không gian đẹp!
139663,0,3,0,7,9,Không hài lòng!
140467,8,1,1,4,3,Dịch vụ kém!
35458,8,5,1,3,9,Không gian chật chội!
24255,3,9,2,9,1,Giá quá đắt!
139379,4,7,0,7,4,Không hài lòng!
100898,4,2,6,5,7,Giá quá đắt!
11764,7,1,2,6,7,Giá quá đắt!
132221,0,4,6,5,6,Giá quá đắt!
76504,0,2,7,2,0,Không ngon!
72578,0,7,7,3,8,Không ngon!
13990,8,5,3,5,9,Giá cả hợp lý!
128565,10,6,1,8,0,Giá quá đắt!
4810,4,0,10,1,4,Dịch vụ kém!
144868,8,7,2,0,5,Không hài lòng!
63886,0,8,6,2,4,Không ngon!
81246,2,5,0,2,5,Dịch vụ kém!
83853,10,9,6,6,0,Giá cả hợp lý!
16165,4,2,6,3,6,Dịch vụ kém!
47230,9,10,5,6,4,Rất hài lòng!
118515,6,1,6,5,0,Dịch vụ kém!
95297,9,1,3,6,5,Không hài lòng!
60750,6,2,6,0,5,Không hài lòng!
19204,10,9,9,0,8,Không gian đẹp!
34916,9,10,5,5,0,Dịch vụ kém!
136674,4,10,0,7,5,Không gian chật chội!
97886,2,1,5,0,0,Không gian chật chội!
94882,1,8,1,6,7,Không gian chật chội!
37816,6,3,4,3,3,Dịch vụ kém!
11747,1,1,1,1,2,Không ngon!
132963,9,10,9,7,1,Rất hài lòng!
27274,8,1,5,10,6,Rất hài lòng!
40255,7,8,8,9,0,Giá cả hợp lý!
1662,10,1,7,10,8,Không gian đẹp!
45491,6,0,10,7,4,Giá quá đắt!
21131,0,1,0,0,8,Giá quá đắt!
30855,0,0,3,6,9,Không gian chật chội!
39312,1,3,1,0,0,Không gian chật chội!
102194,4,6,3,1,4,Không ngon!
52242,4,1,5,1,6,Không gian chật chội!
143304,4,2,2,7,10,Giá quá đắt!
130751,7,2,6,5,2,Giá quá đắt!
147322,0,8,4,9,2,Không gian chật chội!
14636,9,8,7,5,10,Giá cả hợp lý!
121453,0,4,2,5,0,Không ngon!
119459,3,5,2,1,4,Dịch vụ kém!
45298,8,0,3,8,3,Không gian chật chội!
74290,0,5,0,9,4,Không ngon!
16593,6,3,8,5,10,Giá cả hợp lý!
87057,1,3,7,9,2,Không gian chật chội!
36393,7,4,7,5,7,Dịch vụ tuyệt vời!
33267,6,8,4,5,5,Không ngon!
16952,9,2,1,4,7,Dịch vụ kém!
141684,2,9,9,7,2,Không hài lòng!
130900,3,0,9,9,0,Không ngon!
82661,9,0,1,5,6,Giá quá đắt!
109082,6,5,9,0,2,Không gian chật chội!
91580,7,4,8,9,8,Không gian đẹp!
44226,8,1,2,3,5,Giá quá đắt!
141120,4,9,5,0,0,Giá quá đắt!
25731,0,2,3,8,7,Không ngon!
67832,2,3,3,6,0,Không gian chật chội!
56928,8,3,4,7,0,Không ngon!
108422,9,1,1,8,3,Giá quá đắt!
27531,3,2,5,0,5,Dịch vụ kém!
105576,7,4,5,3,7,Giá quá đắt!
135186,2,0,10,4,8,Không gian chật chội!
69074,9,2,9,3,10,"Ngon, sẽ quay lại!"
49113,1,9,6,7,3,Không gian chật chội!
119796,9,1,0,9,10,Không ngon!
124100,3,9,8,0,3,Dịch vụ kém!
95804,0,2,7,1,10,Không hài lòng!
52156,2,6,8,5,2,Dịch vụ kém!
6894,1,5,3,10,9,Giá quá đắt!
123421,4,7,0,5,5,Không ngon!
32941,8,3,0,1,0,Dịch vụ kém!
76542,2,3,9,7,1,Không gian chật chội!
147519,6,0,4,9,9,Giá quá đắt!
9100,3,7,5,10,5,Không gian đẹp!
106540,5,1,9,1,2,Không ngon!
93572,10,2,4,10,6,Giá cả hợp lý!
85656,4,10,9,0,3,Không hài lòng!
56420,7,10,5,9,6,Giá cả hợp lý!
85540,2,5,1,1,7,Không hài lòng!
51334,1,2,9,9,4,Không hài lòng!
147882,0,8,10,2,9,Dịch vụ kém!
89978,2,3,8,1,2,Giá quá đắt!
536,6,8,9,1,0,Không gian chật chội!
121162,0,3,2,5,5,Không ngon!
29096,7,9,3,2,9,Rất hài lòng!
119651,2,1,2,2,7,Giá quá đắt!
97011,5,1,6,1,7,Dịch vụ kém!
75996,6,2,1,5,3,Không hài lòng!
15338,6,3,0,4,4,Giá quá đắt!
80015,1,9,1,0,0,Không hài lòng!
3287,7,2,8,0,7,Dịch vụ kém!
47646,3,3,0,2,4,Dịch vụ kém!
128959,4,3,1,9,7,Không hài lòng!
75143,6,3,9,1,8,Dịch vụ kém!
10460,9,5,4,5,9,Không gian đẹp!
126283,4,1,4,10,9,Giá quá đắt!
3419,2,2,6,7,8,Không ngon!
96576,7,3,0,9,9,Không ngon!
93014,10,7,1,2,2,Dịch vụ kém!
11806,6,1,0,8,6,Không ngon!
7876,5,9,4,2,2,Dịch vụ kém!
6835,3,1,1,4,10,Không hài lòng!
80951,3,10,5,9,9,Rất hài lòng!
81892,8,6,5,8,7,Rất hài lòng!
126782,7,10,4,2,9,Không gian đẹp!
101694,8,3,7,2,5,Giá quá đắt!
75269,6,7,0,4,6,Giá quá đắt!
83279,2,2,1,0,7,Không hài lòng!
37357,1,6,2,1,4,Không gian chật chội!
62757,0,4,4,2,0,Giá quá đắt!
12825,2,1,4,8,1,Giá quá đắt!
149516,4,6,1,6,9,Giá quá đắt!
11246,0,10,6,4,3,Giá quá đắt!
22762,9,6,9,2,10,Dịch vụ tuyệt vời!
123344,8,2,7,7,8,"Ngon, sẽ quay lại!"
94871,8,8,8,0,5,Không hài lòng!
73117,5,2,7,6,8,Không hài lòng!
132103,8,4,5,6,8,Giá cả hợp lý!
58987,6,2,0,1,4,Giá quá đắt!
140104,2,2,3,1,3,Không hài lòng!
140283,3,7,0,6,0,Không gian chật chội!
24145,5,2,5,5,2,Không hài lòng!
102087,3,3,8,3,1,Không gian chật chội!
43035,7,2,5,7,10,"Ngon, sẽ quay lại!"
132232,3,1,8,8,5,Không ngon!
5767,3,7,10,4,8,Dịch vụ tuyệt vời!
98139,1,4,5,5,9,Không hài lòng!
31776,1,9,7,2,4,Dịch vụ kém!
8200,4,6,0,8,8,Dịch vụ kém!
118938,10,2,3,6,2,Không hài lòng!
22787,4,7,10,4,10,Không gian đẹp!
66394,4,3,4,0,1,Dịch vụ kém!
69206,6,6,6,5,3,Giá quá đắt!
30192,5,10,10,6,6,Rất hài lòng!
131509,4,0,5,8,1,Dịch vụ kém!
70954,5,4,6,6,10,Giá cả hợp lý!
34284,9,8,0,8,10,Giá cả hợp lý!
50978,6,0,8,7,1,Giá quá đắt!
57430,8,6,5,3,7,Không gian chật chội!
51850,4,5,7,4,1,Giá quá đắt!
7310,7,10,5,0,6,Không ngon!
136004,4,5,2,2,6,Dịch vụ kém!
34112,10,8,3,2,4,Không hài lòng!
85812,3,5,9,9,9,"Ngon, sẽ quay lại!"
42735,8,6,4,10,9,"Ngon, sẽ quay lại!"
2345,4,6,5,2,7,Dịch vụ kém!
94592,4,10,7,7,5,Giá cả hợp lý!
76761,4,5,5,5,6,Dịch vụ kém!
20877,6,0,3,5,0,Dịch vụ kém!
8994,7,2,10,6,4,Không gian chật chội!
140920,5,2,6,2,7,Giá quá đắt!
88329,6,6,9,0,1,Không gian chật chội!
144223,10,4,0,1,9,Dịch vụ kém!
12065,6,9,7,5,1,Giá quá đắt!
123202,9,9,2,2,3,Dịch vụ kém!
144896,2,9,4,8,7,Giá cả hợp lý!
30209,3,10,0,1,9,Không gian chật chội!
108155,10,4,6,7,7,"Ngon, sẽ quay lại!"
49670,1,9,8,1,9,Không gian chật chội!
51771,2,1,7,7,2,Không gian chật chội!
7866,4,3,4,4,1,Giá quá đắt!
148241,10,10,7,5,1,Dịch vụ tuyệt vời!
111772,2,3,9,4,0,Dịch vụ kém!
54660,10,4,7,5,1,Không ngon!
130115,2,3,10,4,9,Không gian chật chội!
80813,1,7,9,7,2,Không hài lòng!
115806,10,0,10,9,10,Rất hài lòng!
122281,4,9,1,9,5,Không hài lòng!
22511,10,5,6,4,7,Giá cả hợp lý!
72672,9,3,2,8,2,Dịch vụ kém!
56251,4,7,6,9,10,"Ngon, sẽ quay lại!"
14291,0,0,3,8,4,Không ngon!
63604,0,2,6,1,1,Giá quá đắt!
15741,10,0,8,8,8,"Ngon, sẽ quay lại!"
80012,3,2,1,7,9,Không gian chật chội!
10662,1,7,10,4,8,Giá cả hợp lý!
47245,10,1,8,7,0,Giá quá đắt!
115615,7,8,2,4,2,Không hài lòng!
144418,8,10,7,1,5,Rất hài lòng!
102694,7,9,1,10,9,"Ngon, sẽ quay lại!"
115476,1,2,1,4,2,Không gian chật chội!
40517,2,5,7,4,10,Không ngon!
98472,0,9,4,5,10,Giá quá đắt!
27870,1,3,2,9,6,Không hài lòng!
103334,7,6,3,8,9,"Ngon, sẽ quay lại!"
129573,2,3,6,0,0,Dịch vụ kém!
31438,4,2,9,0,9,Dịch vụ kém!
102474,9,1,4,9,4,Giá quá đắt!
17520,2,8,8,6,7,Giá cả hợp lý!
81207,4,7,1,0,7,Không ngon!
23797,6,3,10,4,7,Giá cả hợp lý!
24484,1,0,2,1,0,Không gian chật chội!
16379,8,1,0,10,2,Không ngon!
137088,6,5,5,1,4,Không ngon!
108140,4,5,10,7,1,Không gian chật chội!
80531,0,0,10,10,5,Không gian chật chội!
7656,8,1,6,5,7,Giá quá đắt!
87211,5,7,9,4,9,"Ngon, sẽ quay lại!"
44223,10,10,7,4,1,Giá cả hợp lý!
134631,3,3,1,0,3,Không hài lòng!
35541,0,4,3,2,7,Dịch vụ kém!
34459,5,3,1,1,0,Không gian chật chội!
114739,4,1,2,8,6,Không gian chật chội!
50682,5,3,3,0,6,Không hài lòng!
10306,4,1,4,0,9,Không gian chật chội!
30919,0,1,3,8,1,Dịch vụ kém!
67974,4,5,5,5,9,Không gian chật chội!
102283,6,2,3,2,8,Không ngon!
105391,0,5,6,4,6,Không ngon!
3454,2,3,6,6,3,Không hài lòng!
7302,10,4,3,4,10,Rất hài lòng!
12680,7,10,10,9,3,Dịch vụ tuyệt vời!
42269,1,2,5,0,4,Dịch vụ kém!
24395,9,9,8,2,6,Rất hài lòng!
33444,7,9,5,3,8,Không gian đẹp!
33564,5,4,1,4,3,Không hài lòng!
4743,5,0,1,10,9,Không hài lòng!
80360,0,7,2,8,7,Không gian chật chội!
83724,7,8,8,6,7,Rất hài lòng!
82814,0,6,9,9,5,Không gian chật chội!
55442,1,5,1,8,8,Giá quá đắt!
136504,6,2,7,9,2,Không hài lòng!
52739,2,3,10,7,9,Dịch vụ tuyệt vời!
132638,10,10,8,9,4,"Ngon, sẽ quay lại!"
99140,6,10,5,4,2,Không gian chật chội!
120019,9,9,8,3,10,Dịch vụ tuyệt vời!
85485,6,6,4,9,3,Không gian chật chội!
63197,3,6,1,5,6,Không ngon!
114253,4,10,8,10,9,"Ngon, sẽ quay lại!"
48118,6,4,9,5,1,Không gian chật chội!
88282,3,9,10,6,8,Giá cả hợp lý!
41764,4,10,0,8,1,Giá quá đắt!
72562,6,10,7,0,5,Không hài lòng!
138040,9,3,8,0,5,Không hài lòng!
103328,7,4,3,9,1,Không ngon!
113750,4,4,9,1,4,Không ngon!
10974,5,3,0,10,8,Dịch vụ kém!
65492,4,6,8,7,2,Giá quá đắt!
54490,6,10,7,6,9,Rất hài lòng!
69990,6,10,3,9,7,Dịch vụ tuyệt vời!
92562,10,0,9,2,4,Không ngon!
25248,7,3,0,1,7,Dịch vụ kém!
49668,0,7,8,9,2,Dịch vụ kém!
124911,10,8,3,9,7,Rất hài lòng!
111740,8,7,0,8,1,Không hài lòng!
30264,7,7,6,8,7,Giá cả hợp lý!
17646,1,9,6,10,0,Dịch vụ kém!
55967,9,8,9,4,2,"Ngon, sẽ quay lại!"
38065,2,3,1,1,8,Giá quá đắt!
116598,2,1,3,2,10,Không ngon!
118710,10,5,10,7,0,Giá cả hợp lý!
115247,6,4,1,8,1,Giá quá đắt!
142263,4,4,10,10,10,Không gian đẹp!
84844,5,0,10,8,1,Không gian chật chội!
99511,7,5,8,5,6,Không gian đẹp!
93977,0,5,7,4,1,Không hài lòng!
37548,0,8,3,6,0,Không ngon!
129168,7,4,3,4,2,Giá quá đắt!
95159,7,8,6,3,0,Không ngon!
7243,2,8,4,6,2,Giá quá đắt!
103069,8,2,7,7,2,Dịch vụ kém!
77708,2,6,0,2,6,Không ngon!
106391,8,3,10,2,8,Rất hài lòng!
124535,6,4,8,2,8,Giá quá đắt!
127530,3,5,9,1,3,Không ngon!
48562,3,3,2,5,9,Không gian chật chội!
6805,8,8,3,8,3,Dịch vụ tuyệt vời!
13809,8,1,7,8,8,Dịch vụ tuyệt vời!
134853,1,10,5,7,5,Không hài lòng!
149459,9,9,9,1,5,Không gian đẹp!
100417,9,10,1,3,9,"Ngon, sẽ quay lại!"
123361,8,3,7,5,9,"Ngon, sẽ quay lại!"
58138,10,7,1,0,4,Không hài lòng!
21497,10,7,5,5,4,Dịch vụ tuyệt vời!
22595,7,0,0,8,1,Không hài lòng!
52280,7,2,1,6,5,Không ngon!
3162,10,10,5,3,1,Không ngon!
79347,1,4,10,4,10,Dịch vụ kém!
66262,1,8,2,4,5,Giá quá đắt!
92637,2,10,7,10,3,"Ngon, sẽ quay lại!"
52376,0,7,0,0,10,Không hài lòng!
49613,2,4,7,1,2,Không ngon!
31760,10,3,7,3,8,Không gian đẹp!
128288,10,3,6,1,8,Không hài lòng!
50299,6,0,3,3,4,Giá quá đắt!
23117,5,1,0,7,1,Không hài lòng!
94059,5,8,10,6,9,"Ngon, sẽ quay lại!"
121736,5,9,10,6,0,Dịch vụ tuyệt vời!
9767,8,7,4,9,7,Dịch vụ tuyệt vời!
131797,3,3,0,2,5,Giá quá đắt!
137972,6,3,8,7,2,Không ngon!
145391,7,7,10,10,10,Không gian đẹp!
44167,9,10,8,2,6,Giá cả hợp lý!
33061,4,0,10,10,7,Rất hài lòng!
110716,2,9,2,9,0,Không gian chật chội!
59655,7,1,0,5,3,Giá quá đắt!
89140,1,2,9,1,9,Không ngon!
120823,6,1,1,5,3,Giá quá đắt!
146254,5,5,7,7,8,Dịch vụ tuyệt vời!
132915,5,8,9,6,8,"Ngon, sẽ quay lại!"
146218,2,0,2,9,3,Dịch vụ kém!
39332,7,1,2,10,0,Không ngon!
95898,6,7,1,8,9,Không gian đẹp!
1842,5,2,6,0,1,Dịch vụ kém!
43780,4,1,2,1,3,Không ngon!
74395,0,9,2,3,3,Không hài lòng!
112391,1,5,3,9,1,Không ngon!
26243,10,0,0,0,2,Dịch vụ kém!
69111,0,7,2,9,1,Không hài lòng!
7821,8,0,4,4,0,Dịch vụ kém!
20294,2,10,8,5,2,Giá quá đắt!
136895,3,8,4,8,2,Giá quá đắt!
51307,7,1,9,10,1,Dịch vụ kém!
137063,3,10,5,6,1,Dịch vụ kém!
65769,2,9,1,1,6,Không gian chật chội!
12137,2,1,2,1,6,Không ngon!
57861,5,4,9,3,8,Dịch vụ kém!
92472,3,6,6,10,7,Không gian đẹp!
142169,1,9,9,1,4,Dịch vụ kém!
69349,4,6,8,5,2,Giá quá đắt!
119851,3,4,3,9,7,Không gian chật chội!
97102,6,2,4,1,1,Không hài lòng!
105644,4,9,5,5,4,Không gian chật chội!
93273,1,2,7,3,2,Giá quá đắt!
87638,9,8,1,8,8,"Ngon, sẽ quay lại!"
45554,4,7,6,9,9,Không gian đẹp!
78821,5,0,1,7,9,Giá quá đắt!
98894,5,2,1,9,10,Không ngon!
135184,4,10,6,0,8,Giá quá đắt!
79300,6,6,5,4,1,Không hài lòng!
85743,5,5,10,3,9,Dịch vụ tuyệt vời!
44153,5,1,4,10,7,Không ngon!
81081,1,1,1,6,0,Không gian chật chội!
21140,5,6,5,2,5,Giá quá đắt!
145696,7,10,7,9,9,"Ngon, sẽ quay lại!"
38772,5,2,0,2,2,Không hài lòng!
21592,5,6,10,4,5,Không gian đẹp!
3093,0,6,1,5,3,Dịch vụ kém!
32289,3,7,8,5,8,Dịch vụ tuyệt vời!
88848,9,6,4,5,4,Dịch vụ kém!
109499,6,7,4,7,8,Rất hài lòng!
105737,6,3,10,3,1,Không ngon!
146566,2,0,3,3,9,Giá quá đắt!
132644,7,6,8,10,8,Dịch vụ tuyệt vời!
129776,3,3,6,3,7,Không hài lòng!
65135,8,6,3,2,1,Dịch vụ kém!
130105,9,5,3,10,3,Rất hài lòng!
47892,9,3,7,1,1,Không ngon!
44075,0,6,3,3,2,Không ngon!
112795,9,6,1,10,10,Không gian đẹp!
138152,5,9,3,8,2,Không ngon!
129167,9,0,2,10,1,Không ngon!
89206,1,0,7,8,10,Không gian chật chội!
29850,8,1,10,3,10,"Ngon, sẽ quay lại!"
53942,7,1,5,7,6,Không hài lòng!
148368,7,8,0,6,0,Không hài lòng!
59167,3,7,3,6,10,Không hài lòng!
78466,8,9,2,6,6,Giá cả hợp lý!
84404,8,7,6,4,2,Không hài lòng!
82003,7,2,0,4,0,Dịch vụ kém!
121867,2,8,3,7,10,Rất hài lòng!
119476,1,9,1,7,2,Giá quá đắt!
103123,8,8,2,3,10,Dịch vụ tuyệt vời!
96995,3,6,5,9,3,Không hài lòng!
109862,4,10,7,8,4,Rất hài lòng!
68820,6,10,5,1,7,Không hài lòng!
4499,6,2,7,0,3,Không hài lòng!
89760,1,8,8,2,4,Không hài lòng!
58024,10,5,3,3,2,Không gian chật chội!
87574,7,9,0,5,10,"Ngon, sẽ quay lại!"
88661,1,7,9,0,0,Không hài lòng!
97478,3,10,0,5,4,Không ngon!
127938,4,10,10,8,3,"Ngon, sẽ quay lại!"
80263,4,8,0,7,2,Không gian chật chội!
14678,1,3,3,5,10,Không ngon!
79416,5,1,8,5,10,Dịch vụ kém!
78668,1,3,5,0,6,Giá quá đắt!
106107,9,9,5,5,7,Không gian đẹp!
17924,1,10,3,0,5,Dịch vụ kém!
14036,4,10,9,10,9,Dịch vụ tuyệt vời!
29348,0,7,9,10,2,Không gian chật chội!
122008,6,1,2,8,5,Dịch vụ kém!
101243,5,9,4,1,1,Dịch vụ kém!
75299,7,10,2,0,7,Giá quá đắt!
139144,9,10,7,7,5,Không gian đẹp!
141024,2,1,4,1,2,Giá quá đắt!
146748,1,1,10,4,5,Không ngon!
134598,3,5,7,3,9,Không gian chật chội!
79885,5,8,8,9,6,Dịch vụ tuyệt vời!
94420,2,2,5,3,9,Không gian chật chội!
8588,8,7,0,3,6,Không gian chật chội!
21360,3,0,2,0,5,Không hài lòng!
117963,0,4,9,1,2,Không ngon!
25621,5,0,6,7,7,Không ngon!
23941,10,4,5,1,6,Không gian chật chội!
99382,0,3,0,1,9,Không ngon!
33788,4,9,4,2,0,Không hài lòng!
90201,6,2,0,2,10,Không gian chật chội!
32429,0,4,0,6,5,Không gian chật chội!
76106,0,8,6,0,7,Giá quá đắt!
136291,4,1,6,4,4,Không gian chật chội!
33114,1,8,5,4,4,Không gian chật chội!
52751,0,9,5,6,10,Giá cả hợp lý!
61446,4,9,0,8,8,Không hài lòng!
108330,1,10,6,8,8,Rất hài lòng!
70462,1,3,9,8,3,Không ngon!
146696,9,7,0,7,10,Rất hài lòng!
94247,4,2,8,0,4,Giá quá đắt!
109599,5,1,9,9,8,Dịch vụ tuyệt vời!
98394,7,0,8,4,10,Dịch vụ kém!
20025,4,2,2,3,4,Giá quá đắt!
29164,4,8,9,2,4,Dịch vụ kém!
59951,6,1,4,10,2,Không ngon!
37678,9,4,3,7,7,Rất hài lòng!
15040,3,4,0,1,3,Giá quá đắt!
122206,4,7,4,10,8,Giá cả hợp lý!
143365,7,0,3,1,1,Không gian chật chội!
68397,7,6,10,9,2,Không gian đẹp!
135407,8,7,6,7,3,Không gian đẹp!
75102,1,8,9,0,10,Không gian chật chội!
140917,5,0,10,9,1,Giá quá đắt!
106651,4,1,2,10,2,Không hài lòng!
116659,8,8,4,3,5,Không ngon!
74944,6,6,5,1,4,Không ngon!
115696,0,2,9,4,8,Không hài lòng!
99716,5,8,5,0,4,Dịch vụ kém!
86914,10,10,0,0,10,Dịch vụ tuyệt vời!
98085,0,5,8,3,8,Không gian chật chội!
107809,7,9,7,4,5,Giá cả hợp lý!
149896,3,5,0,7,3,Không ngon!
137052,1,9,8,9,2,Không ngon!
131761,10,2,1,7,8,Giá quá đắt!
47482,9,9,8,0,5,Rất hài lòng!
76589,10,0,4,1,4,Không ngon!
77952,1,3,1,2,4,Giá quá đắt!
147181,1,4,5,5,9,Giá quá đắt!
101964,0,4,9,8,3,Không hài lòng!
4384,0,10,1,3,1,Không ngon!
13104,6,8,2,4,1,Không ngon!
115079,6,7,4,5,7,Dịch vụ kém!
13947,8,3,2,3,8,Không hài lòng!
89749,6,8,3,5,5,Không ngon!
86992,5,0,4,8,10,Giá quá đắt!
85578,4,10,4,6,8,Dịch vụ tuyệt vời!
114508,0,6,5,3,9,Không gian chật chội!
18168,5,2,2,7,10,Dịch vụ kém!
59667,8,5,1,2,9,Dịch vụ kém!
97164,9,3,3,5,6,Dịch vụ kém!
46524,7,9,5,5,3,Không ngon!
118435,2,3,9,5,3,Dịch vụ kém!
56966,10,2,6,0,6,Dịch vụ kém!
17595,6,7,7,5,0,Giá quá đắt!
75818,2,9,5,9,9,"Ngon, sẽ quay lại!"
