MaKhachHang,ThoiDiemTruyCap,ThoiGianTruyCap
35798,2023-06-11 17:59:00,1451
46203,2023-08-31 16:32:00,3306
22342,2023-08-31 07:02:00,165
14322,2023-07-20 13:27:00,1295
59723,2023-08-01 05:11:00,1661
98393,2023-09-13 11:11:00,2860
44257,2023-02-03 13:27:00,1979
47964,2023-04-30 17:18:00,672
36163,2023-10-18 13:23:00,1343
94189,2023-02-04 10:38:00,1797
5243,2023-08-20 05:49:00,1379
38391,2023-01-26 17:37:00,1927
24433,2023-12-24 09:15:00,3180
81788,2023-03-29 14:55:00,1022
44654,2023-10-08 11:48:00,1120
26157,2023-05-15 08:33:00,3140
19659,2023-06-01 17:42:00,2650
71019,2023-03-22 21:05:00,3376
84322,2023-01-04 15:43:00,2793
45118,2023-02-09 14:48:00,2987
10763,2023-01-17 02:01:00,37
37776,2023-02-28 12:49:00,1269
96931,2023-10-20 07:30:00,1191
40147,2023-09-27 09:48:00,330
50059,2023-04-06 02:37:00,876
43538,2023-07-10 20:55:00,3491
4586,2023-08-20 10:39:00,861
91699,2023-05-12 11:33:00,123
7576,2023-07-02 11:35:00,3490
21132,2023-10-31 23:16:00,1036
67707,2023-02-24 06:10:00,2505
30530,2023-01-14 03:30:00,1521
39184,2023-03-22 02:02:00,461
3621,2023-11-15 05:42:00,2088
96109,2023-07-02 02:29:00,3043
65635,2023-05-21 00:04:00,1220
5356,2023-05-21 08:14:00,2279
2530,2023-08-16 21:59:00,2176
81081,2023-12-24 04:59:00,918
88483,2023-03-07 17:42:00,2439
81146,2023-11-29 12:51:00,853
4097,2023-02-22 23:16:00,1636
55988,2023-05-25 22:08:00,3246
77889,2023-05-21 00:36:00,2705
10290,2023-02-28 02:08:00,194
70598,2023-07-25 22:22:00,732
49899,2023-01-31 07:08:00,2904
12475,2023-06-12 12:17:00,623
89943,2023-03-04 17:57:00,806
71394,2023-06-25 05:46:00,236
81312,2023-01-20 04:00:00,1901
62929,2023-05-28 10:20:00,2711
88399,2023-07-20 12:58:00,2914
79621,2023-05-13 23:56:00,1426
5503,2023-01-26 10:50:00,1049
57057,2023-07-12 15:45:00,1371
27301,2023-02-16 10:23:00,2491
89070,2023-03-31 02:03:00,3190
75650,2023-12-05 00:52:00,2027
46593,2023-01-16 08:03:00,650
3709,2023-10-24 15:50:00,2520
27680,2023-08-19 09:46:00,815
98733,2023-10-16 07:50:00,1902
6051,2023-06-10 23:02:00,1215
33463,2023-10-19 22:19:00,1095
97132,2023-09-18 20:52:00,3018
50211,2023-12-23 23:58:00,2401
83460,2023-01-07 20:45:00,840
36460,2023-05-13 11:12:00,3532
47460,2023-09-18 20:14:00,1621
66915,2023-01-25 01:32:00,1861
89000,2023-03-27 21:29:00,1058
74491,2023-07-16 14:28:00,957
61168,2023-06-19 13:25:00,1654
57142,2023-08-07 15:01:00,1055
99232,2023-03-05 13:24:00,402
45452,2023-10-27 18:19:00,1410
34024,2023-08-27 20:33:00,3540
61771,2023-11-15 13:11:00,1563
52316,2023-09-18 20:43:00,3355
41555,2023-06-14 23:22:00,729
89815,2023-10-04 16:19:00,3518
16014,2023-06-15 21:29:00,370
87569,2023-01-05 04:36:00,1415
2789,2023-02-15 01:17:00,560
64788,2023-04-02 20:17:00,3028
34089,2023-10-19 12:22:00,2317
83847,2023-04-14 05:26:00,2913
74510,2023-04-26 22:56:00,197
75287,2023-03-11 20:07:00,1529
44249,2023-03-06 08:54:00,1924
44734,2023-05-09 12:56:00,3366
63656,2023-12-08 18:35:00,632
9720,2023-02-28 11:53:00,2437
35473,2023-10-31 19:43:00,1460
57135,2023-02-15 06:03:00,1264
80417,2023-07-05 23:49:00,2086
44369,2023-05-19 14:27:00,1257
46426,2023-01-09 03:18:00,2667
58762,2023-08-26 21:44:00,1537
25592,2023-12-28 10:56:00,1581
49587,2023-11-21 18:36:00,2003
60788,2023-05-16 17:31:00,2231
6045,2023-01-29 05:19:00,902
50181,2023-04-29 08:28:00,2086
56758,2023-06-29 06:26:00,1225
55325,2023-05-16 19:23:00,1756
39487,2023-05-11 07:20:00,3327
94228,2023-09-03 13:54:00,3388
50184,2023-02-15 15:54:00,2176
50976,2023-09-23 23:01:00,266
80136,2023-03-15 19:24:00,2115
83231,2023-09-02 04:48:00,3459
94780,2023-06-24 02:00:00,1793
69221,2023-12-05 03:37:00,3057
34521,2023-05-23 00:07:00,378
70682,2023-09-08 04:48:00,3325
63918,2023-08-26 00:35:00,2628
91413,2023-11-24 19:02:00,876
46957,2023-01-08 14:36:00,889
85828,2023-07-04 10:17:00,3304
51265,2023-12-20 09:43:00,1909
58964,2023-07-12 11:45:00,2636
58508,2023-09-09 10:29:00,586
51436,2023-03-14 22:55:00,3138
25984,2023-03-16 07:00:00,2831
33412,2023-02-07 11:04:00,3025
88030,2023-04-16 03:18:00,3463
97790,2023-01-26 04:49:00,267
54125,2023-07-27 23:16:00,959
86701,2023-02-01 03:21:00,3480
57560,2023-02-26 21:19:00,2260
30202,2023-12-30 10:20:00,1786
46430,2023-12-30 20:40:00,1662
57650,2023-12-17 16:30:00,11
41161,2023-04-27 21:03:00,1977
47389,2023-04-25 18:29:00,353
30871,2023-09-12 21:12:00,1185
34030,2023-03-17 15:34:00,2199
25815,2023-02-01 06:54:00,540
36935,2023-01-12 23:15:00,1411
59295,2023-10-30 07:30:00,544
38498,2023-01-02 04:47:00,3251
67587,2023-04-20 23:48:00,2920
43322,2023-06-11 00:39:00,2082
40996,2023-11-21 13:50:00,1940
54268,2023-10-12 21:57:00,3471
82059,2023-10-30 19:02:00,3259
31275,2023-12-15 15:38:00,1329
8370,2023-07-29 08:13:00,2748
15636,2023-04-12 21:15:00,1788
71794,2023-01-04 21:33:00,3394
16254,2023-02-03 17:45:00,3206
79743,2023-10-17 21:15:00,3108
2096,2023-03-28 13:26:00,3210
41869,2023-02-23 02:23:00,2126
75091,2023-06-17 17:54:00,388
9759,2023-07-23 13:35:00,460
74777,2023-08-07 02:27:00,1042
28292,2023-06-10 02:51:00,1217
21451,2023-08-19 02:46:00,2947
74804,2023-08-01 21:21:00,3593
84094,2023-11-27 05:30:00,812
26301,2023-10-26 01:47:00,1419
74364,2023-06-30 07:12:00,1274
92473,2023-11-06 16:31:00,954
30259,2023-09-26 03:43:00,3574
65446,2023-06-13 23:12:00,1154
50190,2023-05-04 20:06:00,1991
44454,2023-08-21 15:48:00,2755
64231,2023-12-25 14:23:00,1111
25776,2023-02-09 18:41:00,951
22417,2023-01-19 10:13:00,1483
24459,2023-11-08 00:45:00,1159
16808,2023-04-10 00:10:00,2712
39234,2023-02-10 02:28:00,1995
81012,2023-01-17 10:19:00,2333
65968,2023-09-13 11:02:00,1699
12418,2023-09-19 22:54:00,1363
64187,2023-06-22 03:18:00,2116
25373,2023-02-28 01:16:00,1112
58156,2023-03-01 08:43:00,2942
79947,2023-04-09 22:25:00,2419
44791,2023-12-09 00:42:00,3017
44526,2023-10-26 08:50:00,2659
95394,2023-11-20 23:37:00,1922
88345,2023-04-16 05:05:00,3476
76709,2023-01-04 06:41:00,3464
43406,2023-10-20 01:11:00,326
52314,2023-01-13 05:06:00,1877
84139,2023-06-03 05:16:00,1616
80166,2023-08-03 05:57:00,3020
65147,2023-03-10 03:14:00,1824
19325,2023-10-11 17:09:00,1057
77289,2023-12-25 11:11:00,1321
61437,2023-02-28 06:00:00,1537
2095,2023-02-01 11:43:00,1708
70866,2023-07-13 12:50:00,2390
93152,2023-03-29 22:24:00,3282
22035,2023-04-12 13:23:00,3357
11356,2023-11-29 04:09:00,1311
76291,2023-03-05 09:22:00,3432
10660,2023-06-28 07:12:00,2567
1655,2023-08-25 14:29:00,1033
50578,2023-10-04 17:05:00,2227
88845,2023-09-16 14:41:00,1047
40579,2023-01-12 14:32:00,1604
38020,2023-10-28 04:34:00,3365
35079,2023-02-12 20:37:00,1948
36987,2023-07-23 00:48:00,534
99115,2023-07-27 19:38:00,3520
17413,2023-02-21 10:42:00,68
60196,2023-07-22 21:38:00,1020
21401,2023-12-22 10:13:00,972
55298,2023-10-11 12:53:00,1517
60429,2023-02-08 14:57:00,1718
13047,2023-04-09 22:06:00,2640
61348,2023-05-09 09:08:00,401
23875,2023-01-21 02:06:00,3574
16313,2023-06-11 15:19:00,2686
35775,2023-07-05 18:35:00,2155
669,2023-08-17 17:38:00,429
2522,2023-08-09 23:11:00,496
70400,2023-08-31 17:52:00,1391
26146,2023-12-25 11:05:00,2528
80168,2023-12-02 04:26:00,614
4303,2023-03-02 20:03:00,980
10411,2023-03-30 02:47:00,2663
85105,2023-12-31 22:49:00,655
96543,2023-01-01 18:48:00,1578
29913,2023-07-04 20:22:00,1258
61646,2023-06-15 04:14:00,386
61248,2023-02-20 10:10:00,1198
27247,2023-03-09 10:22:00,2378
13635,2023-07-21 22:43:00,1198
20061,2023-09-17 00:21:00,1338
14435,2023-09-26 20:55:00,898
25843,2023-10-12 09:12:00,894
6447,2023-10-29 03:34:00,1078
13374,2023-02-27 08:24:00,1938
72247,2023-05-13 12:39:00,957
42250,2023-06-11 15:17:00,1344
83831,2023-07-24 12:42:00,1779
69358,2023-03-03 19:20:00,2663
21453,2023-03-27 06:09:00,1839
60950,2023-04-05 19:23:00,2569
72305,2023-02-04 11:44:00,33
74698,2023-07-04 04:34:00,2461
45000,2023-12-23 20:51:00,581
53370,2023-11-27 11:11:00,2669
28066,2023-10-01 01:55:00,1024
21681,2023-06-28 07:32:00,32
53452,2023-09-29 04:59:00,1492
89740,2023-09-17 14:25:00,1385
48635,2023-08-15 11:58:00,2004
98166,2023-08-05 09:21:00,2634
3509,2023-07-03 14:08:00,716
63169,2023-04-18 20:44:00,897
15377,2023-04-11 09:26:00,157
66086,2023-02-09 06:25:00,2822
90299,2023-08-28 10:57:00,2161
91468,2023-11-22 01:52:00,1246
15916,2023-02-01 12:56:00,2262
68360,2023-10-21 20:06:00,3532
33013,2023-03-12 18:21:00,2758
3461,2023-10-11 19:57:00,2585
91925,2023-07-12 20:32:00,3453
32471,2023-01-06 13:49:00,1395
30461,2023-01-26 17:29:00,105
46859,2023-04-27 12:01:00,3231
10642,2023-03-21 20:31:00,1844
27032,2023-04-24 15:51:00,772
55638,2023-10-24 14:17:00,2365
67954,2023-09-15 00:13:00,2975
88471,2023-06-14 18:04:00,177
13972,2023-07-06 13:14:00,2651
37893,2023-05-20 13:56:00,3524
94859,2023-05-18 09:00:00,2244
41087,2023-02-24 08:54:00,932
79089,2023-09-09 02:29:00,3382
69352,2023-05-27 21:48:00,1190
20899,2023-06-08 21:45:00,447
15763,2023-02-22 07:28:00,2176
68132,2023-01-19 06:01:00,2399
69348,2023-05-19 01:12:00,3376
4900,2023-07-03 09:36:00,3211
33154,2023-08-09 13:41:00,1158
41656,2023-03-20 07:03:00,1625
83617,2023-07-14 15:49:00,242
45852,2023-01-14 10:25:00,3336
54926,2023-07-09 20:33:00,234
96017,2023-06-02 14:47:00,2509
10936,2023-02-23 05:05:00,2996
94317,2023-09-14 20:39:00,3304
68235,2023-06-28 12:07:00,1779
47007,2023-07-01 18:05:00,2235
34735,2023-11-13 22:11:00,127
14904,2023-05-28 17:53:00,3368
35136,2023-05-29 05:37:00,2498
38819,2023-03-31 21:30:00,2668
75029,2023-02-17 13:17:00,3233
57383,2023-03-03 00:04:00,1027
68460,2023-07-28 22:51:00,1221
44634,2023-07-19 05:38:00,2141
53327,2023-02-06 18:43:00,239
1897,2023-12-23 15:29:00,2662
93347,2023-03-24 02:07:00,459
82211,2023-05-05 20:24:00,1337
17514,2023-10-16 09:33:00,2130
46159,2023-02-15 00:50:00,2134
22510,2023-11-11 01:33:00,3187
90311,2023-09-14 20:26:00,928
88206,2023-06-21 21:56:00,761
73945,2023-03-02 18:54:00,1657
99310,2023-10-21 17:11:00,160
95642,2023-01-21 18:41:00,2887
69687,2023-10-01 20:44:00,656
63006,2023-05-15 13:29:00,715
49338,2023-06-27 07:46:00,81
23550,2023-12-17 05:59:00,3593
48211,2023-11-04 00:12:00,3238
3319,2023-08-04 06:38:00,2854
12234,2023-07-25 12:20:00,1098
54379,2023-12-11 10:25:00,365
3444,2023-02-22 19:12:00,298
3463,2023-04-18 12:54:00,1811
32702,2023-11-30 05:58:00,3014
91369,2023-06-24 18:03:00,1093
2933,2023-09-27 09:38:00,559
69888,2023-04-11 16:18:00,505
40759,2023-10-19 11:24:00,2967
61202,2023-08-31 09:09:00,1900
14420,2023-07-20 03:55:00,2501
67261,2023-09-09 17:43:00,2514
98080,2023-11-18 20:40:00,263
49912,2023-05-21 16:26:00,374
88678,2023-04-01 11:06:00,2416
90994,2023-07-29 15:27:00,1880
19781,2023-07-29 11:11:00,2853
49178,2023-10-08 12:40:00,329
68259,2023-05-22 12:57:00,3313
73143,2023-01-19 21:08:00,3169
63825,2023-05-10 15:48:00,101
31620,2023-01-15 21:27:00,1502
27663,2023-11-30 14:27:00,3240
62392,2023-04-06 19:51:00,1410
32826,2023-09-26 03:57:00,2556
40960,2023-09-03 07:50:00,3356
22251,2023-03-04 14:42:00,1052
44093,2023-03-17 13:09:00,798
61966,2023-02-17 12:03:00,1360
25612,2023-05-18 03:24:00,1316
54907,2023-05-23 17:35:00,835
3299,2023-06-29 08:31:00,1006
7473,2023-08-21 06:33:00,2627
82848,2023-10-30 15:26:00,1162
24208,2023-03-23 02:51:00,2503
76055,2023-12-12 14:04:00,2716
57186,2023-08-07 05:39:00,2613
77156,2023-01-19 00:17:00,3159
94781,2023-12-26 20:36:00,2194
60643,2023-11-30 05:18:00,2057
33127,2023-03-09 03:18:00,84
94727,2023-09-07 10:31:00,162
4200,2023-12-08 11:35:00,1642
4487,2023-04-05 11:12:00,2227
7393,2023-09-23 05:32:00,2941
36750,2023-12-12 17:14:00,195
11789,2023-09-17 10:19:00,1779
9408,2023-04-15 15:23:00,2010
37753,2023-12-14 20:36:00,1053
94401,2023-10-30 03:51:00,2840
66249,2023-05-16 11:18:00,2887
52652,2023-03-17 08:01:00,2731
65620,2023-02-08 08:48:00,1991
27900,2023-12-18 12:19:00,3361
12835,2023-07-27 17:33:00,2849
45684,2023-04-24 11:42:00,1695
52639,2023-07-30 20:51:00,3173
59988,2023-12-25 23:45:00,2179
71704,2023-12-25 13:02:00,299
38824,2023-06-04 11:01:00,3296
49818,2023-10-05 19:13:00,171
4123,2023-06-20 15:57:00,860
41973,2023-02-18 21:12:00,1709
59073,2023-04-05 20:42:00,3319
20997,2023-12-18 03:35:00,196
64620,2023-10-13 04:45:00,604
49160,2023-06-13 21:17:00,2832
63237,2023-12-28 01:57:00,94
47014,2023-06-18 22:09:00,924
3680,2023-07-30 02:19:00,2972
27446,2023-06-03 19:10:00,392
69635,2023-11-04 01:02:00,534
53533,2023-03-26 13:17:00,2395
41138,2023-08-13 05:00:00,3179
27849,2023-09-25 14:32:00,77
37197,2023-12-06 00:06:00,1722
31533,2023-02-02 15:03:00,2124
49813,2023-03-30 04:57:00,1597
970,2023-10-20 11:25:00,1980
4960,2023-08-14 07:56:00,107
37915,2023-01-13 10:32:00,482
40229,2023-07-06 15:23:00,293
31633,2023-10-04 16:44:00,2129
87878,2023-07-01 01:27:00,2853
10065,2023-08-14 14:26:00,687
74624,2023-12-15 04:34:00,2709
51327,2023-01-22 08:55:00,3169
88900,2023-03-01 03:59:00,2956
91333,2023-08-04 01:25:00,1836
41907,2023-01-24 09:08:00,511
73881,2023-02-19 15:34:00,617
14442,2023-07-03 19:27:00,429
51158,2023-04-27 03:50:00,20
40691,2023-09-28 04:54:00,1830
22115,2023-03-22 10:29:00,1768
77246,2023-06-18 01:06:00,1310
51853,2023-12-19 22:34:00,854
80308,2023-08-02 08:53:00,2523
37217,2023-12-15 03:54:00,3304
39395,2023-12-31 20:49:00,1038
37155,2023-05-13 01:17:00,1291
26794,2023-01-03 21:25:00,2816
47303,2023-12-06 01:17:00,737
79813,2023-12-03 08:59:00,390
77615,2023-08-17 02:30:00,680
28448,2023-04-25 16:00:00,2325
54860,2023-11-19 19:15:00,1182
19173,2023-01-12 23:13:00,137
25278,2023-03-23 19:26:00,370
33837,2023-01-01 17:45:00,3070
33225,2023-05-09 05:12:00,2711
78825,2023-11-04 10:34:00,3284
51191,2023-10-09 10:31:00,731
74646,2023-03-04 17:22:00,949
42487,2023-12-23 17:34:00,807
74198,2023-06-25 20:12:00,1969
97438,2023-08-03 04:17:00,892
69010,2023-12-07 00:45:00,2411
10000,2023-09-19 08:50:00,992
45428,2023-04-07 23:57:00,3107
91726,2023-12-26 18:27:00,1005
16765,2023-02-07 14:17:00,259
58406,2023-08-06 02:22:00,1452
56410,2023-11-20 10:48:00,3001
97390,2023-01-28 10:43:00,3513
30755,2023-08-27 14:35:00,3089
47239,2023-04-04 03:25:00,649
22118,2023-12-06 22:42:00,1107
59591,2023-05-26 20:15:00,182
77862,2023-01-13 01:29:00,1840
2221,2023-09-18 19:19:00,2774
53363,2023-10-27 15:01:00,2056
9845,2023-01-17 10:29:00,1763
80597,2023-07-21 05:36:00,1834
19388,2023-01-05 17:14:00,3029
70181,2023-06-27 12:26:00,1295
89947,2023-01-29 21:28:00,1534
76432,2023-07-18 13:52:00,1226
95964,2023-01-07 15:18:00,3011
10835,2023-12-04 17:42:00,1081
80830,2023-08-18 05:50:00,2838
97710,2023-06-21 05:03:00,2016
19601,2023-06-11 11:46:00,1849
54378,2023-09-27 21:32:00,1846
22321,2023-06-07 12:16:00,732
79257,2023-07-26 08:16:00,1969
67248,2023-07-30 09:11:00,583
1574,2023-10-29 18:19:00,2789
3366,2023-08-16 18:08:00,2132
73329,2023-08-04 22:34:00,2740
16792,2023-06-16 06:30:00,1937
85102,2023-03-06 00:15:00,145
23811,2023-08-25 17:09:00,2354
24168,2023-09-21 23:04:00,396
88110,2023-07-06 22:42:00,1594
21783,2023-07-30 13:52:00,39
22969,2023-12-23 08:10:00,2142
94967,2023-08-24 03:51:00,2648
21783,2023-01-26 15:54:00,1982
74156,2023-06-15 00:28:00,1853
2390,2023-12-11 14:58:00,316
55484,2023-05-13 08:05:00,2627
68667,2023-05-10 07:41:00,2350
99924,2023-04-23 05:32:00,220
51168,2023-02-03 01:27:00,1631
15280,2023-04-21 08:45:00,1447
92423,2023-09-08 05:33:00,1042
63418,2023-09-03 08:39:00,1171
57536,2023-11-01 12:02:00,1574
19026,2023-06-26 22:24:00,2333
54970,2023-03-25 17:38:00,499
35436,2023-01-07 10:56:00,2412
36955,2023-04-16 10:00:00,2325
52135,2023-03-01 06:18:00,1806
10169,2023-11-23 18:15:00,1118
11090,2023-07-28 18:05:00,2982
82676,2023-07-04 17:57:00,3137
1175,2023-07-18 09:24:00,529
79228,2023-12-05 17:29:00,1288
12393,2023-10-22 03:40:00,1892
92877,2023-08-12 13:15:00,2708
87060,2023-09-14 11:29:00,2778
63045,2023-01-14 05:29:00,3025
17738,2023-11-28 11:33:00,162
53921,2023-07-28 06:55:00,1489
66763,2023-12-04 14:41:00,3208
68939,2023-11-25 01:50:00,619
62300,2023-11-06 18:58:00,1379
9454,2023-06-11 02:18:00,1750
10482,2023-04-15 04:21:00,1359
32418,2023-02-15 23:33:00,768
30954,2023-07-22 19:00:00,20
7113,2023-04-16 20:30:00,3509
23785,2023-12-07 08:48:00,3252
46097,2023-09-23 06:01:00,3596
57991,2023-03-01 16:58:00,2271
85007,2023-07-27 10:00:00,245
56438,2023-09-18 12:34:00,48
75824,2023-10-31 19:49:00,2557
47097,2023-09-16 07:22:00,1921
87523,2023-04-29 10:44:00,2099
74779,2023-12-12 17:41:00,599
52343,2023-12-17 02:10:00,1678
31525,2023-03-30 23:18:00,3381
36780,2023-12-24 05:25:00,2499
11517,2023-02-02 21:58:00,2199
15341,2023-05-04 04:09:00,901
8456,2023-05-24 21:19:00,853
38244,2023-03-14 22:08:00,2284
50573,2023-05-06 19:51:00,402
15902,2023-02-12 23:27:00,3359
55943,2023-08-07 14:55:00,2165
64648,2023-04-13 18:15:00,385
91987,2023-01-15 12:08:00,3419
11520,2023-01-24 01:03:00,2577
73884,2023-02-12 12:28:00,2830
68397,2023-06-08 23:28:00,754
6366,2023-03-16 20:40:00,855
63292,2023-05-30 06:32:00,591
97408,2023-08-22 13:49:00,2390
92930,2023-06-04 09:36:00,1834
27730,2023-01-20 23:08:00,3196
59838,2023-06-01 09:13:00,2150
49688,2023-10-14 09:48:00,2578
72785,2023-03-22 07:20:00,1086
73422,2023-11-14 07:27:00,2513
29835,2023-10-21 20:21:00,1700
19720,2023-01-13 06:50:00,1737
87297,2023-11-30 14:26:00,2949
90525,2023-04-29 10:34:00,3555
73833,2023-09-10 01:22:00,2511
1958,2023-06-24 04:31:00,3090
65363,2023-02-22 04:05:00,1489
91429,2023-10-23 07:17:00,1661
35721,2023-02-26 00:45:00,227
37423,2023-03-22 22:46:00,307
28267,2023-09-28 23:59:00,2175
5171,2023-12-17 08:32:00,270
35868,2023-10-24 19:42:00,370
80862,2023-12-19 02:52:00,1178
9116,2023-10-18 02:06:00,1845
34622,2023-02-05 12:11:00,3170
2720,2023-10-27 20:53:00,111
24736,2023-12-13 16:02:00,2378
59141,2023-02-27 23:30:00,1587
84226,2023-10-28 07:57:00,3087
67853,2023-05-13 11:41:00,2568
64415,2023-01-05 07:58:00,2183
49702,2023-10-10 23:13:00,2321
85806,2023-11-19 17:31:00,3244
33620,2023-05-15 17:42:00,3021
66309,2023-01-11 22:55:00,3239
81759,2023-12-16 18:57:00,2704
90665,2023-11-02 02:55:00,3582
67491,2023-03-30 12:03:00,871
84007,2023-08-18 08:51:00,3263
38812,2023-05-24 07:57:00,133
9937,2023-11-11 16:11:00,3199
83935,2023-10-11 16:20:00,2749
18236,2023-01-15 01:35:00,1928
76965,2023-07-10 05:19:00,803
73486,2023-07-02 10:36:00,2508
99179,2023-07-08 09:08:00,962
4400,2023-10-01 00:34:00,3045
90070,2023-04-01 02:07:00,3380
24156,2023-11-18 18:44:00,2419
71983,2023-02-26 21:37:00,1178
98404,2023-02-07 01:01:00,1541
11857,2023-04-10 02:29:00,875
11091,2023-10-13 00:31:00,2719
37135,2023-04-04 01:51:00,2737
94179,2023-09-12 19:29:00,2513
65280,2023-07-13 05:21:00,235
51276,2023-02-17 18:56:00,2541
45224,2023-02-15 08:04:00,866
43805,2023-11-01 02:01:00,3339
92959,2023-03-13 05:48:00,1067
9680,2023-01-30 05:33:00,399
48813,2023-01-06 03:22:00,2040
64278,2023-09-26 13:52:00,3442
38600,2023-03-05 00:44:00,299
80794,2023-12-11 11:42:00,2503
12088,2023-03-21 00:18:00,2036
53546,2023-02-08 00:20:00,2852
44072,2023-10-16 10:56:00,2370
23989,2023-04-15 17:19:00,1144
47405,2023-04-01 15:44:00,1436
49113,2023-07-15 02:10:00,1187
93410,2023-03-30 17:24:00,3599
74685,2023-04-08 10:46:00,1349
76278,2023-07-31 07:38:00,616
41594,2023-10-12 02:41:00,1310
58884,2023-05-25 10:29:00,1165
25633,2023-01-24 03:10:00,2715
92601,2023-06-07 19:11:00,3400
8943,2023-09-14 03:49:00,1156
3014,2023-01-07 13:58:00,1876
77070,2023-06-10 12:55:00,2890
94626,2023-06-06 16:07:00,3596
11552,2023-11-02 15:15:00,1185
72980,2023-08-14 01:38:00,33
4565,2023-11-18 12:43:00,440
56224,2023-10-19 06:14:00,980
37207,2023-06-04 02:54:00,1958
53545,2023-09-05 02:11:00,2327
50166,2023-10-16 03:29:00,18
73436,2023-11-26 15:10:00,2466
39391,2023-05-01 12:49:00,335
82207,2023-11-25 11:12:00,3186
68550,2023-09-17 11:48:00,1491
15615,2023-09-18 12:32:00,2139
39495,2023-07-06 19:59:00,860
35020,2023-10-28 05:21:00,617
17415,2023-11-06 13:37:00,1717
3671,2023-06-27 06:18:00,1794
77148,2023-08-19 06:38:00,1242
80547,2023-01-30 19:02:00,1767
3125,2023-09-07 08:43:00,466
39742,2023-05-03 18:35:00,309
5961,2023-12-07 23:33:00,2399
12394,2023-01-20 23:57:00,3321
23465,2023-10-01 10:33:00,3378
75157,2023-06-03 12:57:00,3200
88156,2023-06-20 01:08:00,815
33413,2023-04-05 21:28:00,610
21092,2023-03-21 13:13:00,3099
15709,2023-03-28 19:32:00,3488
4228,2023-01-09 14:02:00,3332
68342,2023-03-24 22:54:00,3330
38529,2023-01-18 05:09:00,3370
14378,2023-09-18 11:08:00,2305
59787,2023-10-10 14:59:00,1416
58076,2023-06-21 10:48:00,19
15832,2023-04-22 13:18:00,2928
27212,2023-10-16 16:03:00,666
65464,2023-02-20 00:13:00,1850
53999,2023-07-08 07:33:00,826
13249,2023-02-07 19:42:00,916
16899,2023-02-02 19:39:00,2431
40830,2023-03-15 12:16:00,1188
50551,2023-12-24 21:13:00,232
8063,2023-10-18 22:11:00,2278
51453,2023-01-22 13:55:00,1685
63993,2023-12-04 16:38:00,56
66635,2023-06-08 01:03:00,2701
88004,2023-10-24 23:57:00,236
1404,2023-01-19 11:06:00,1719
16328,2023-12-07 11:04:00,3038
96639,2023-08-22 13:46:00,583
36591,2023-04-10 17:33:00,2412
7685,2023-10-18 11:40:00,2363
3703,2023-11-24 18:04:00,829
60298,2023-02-03 16:59:00,2118
58183,2023-07-21 07:45:00,295
43900,2023-04-02 05:54:00,2932
78565,2023-02-02 22:25:00,2409
84103,2023-08-20 19:56:00,3008
46783,2023-08-07 20:10:00,2491
39612,2023-01-01 17:18:00,190
20909,2023-01-02 06:32:00,452
74072,2023-07-22 22:51:00,132
17538,2023-12-27 13:50:00,2234
12334,2023-05-31 01:03:00,830
93022,2023-01-24 22:48:00,445
14420,2023-12-27 11:23:00,2459
2970,2023-03-25 02:38:00,2515
11580,2023-11-03 07:34:00,659
62259,2023-08-02 10:56:00,900
75580,2023-03-03 15:30:00,491
85054,2023-10-13 00:46:00,2512
1460,2023-03-16 19:17:00,1817
12759,2023-02-24 08:45:00,1902
6505,2023-09-08 18:35:00,2470
19419,2023-02-06 02:13:00,1297
19782,2023-06-14 10:29:00,1292
71569,2023-10-27 00:04:00,294
92154,2023-05-09 03:22:00,2525
4031,2023-04-20 19:42:00,1108
55656,2023-01-21 19:16:00,2728
22120,2023-03-12 17:31:00,1952
30818,2023-07-03 13:38:00,3562
39408,2023-11-25 08:53:00,2402
54937,2023-03-09 02:47:00,2644
79388,2023-01-09 16:59:00,512
46176,2023-07-30 08:19:00,3424
90692,2023-01-09 08:19:00,1847
56270,2023-10-17 20:26:00,385
79333,2023-06-23 15:39:00,1190
2557,2023-12-19 10:49:00,2464
18174,2023-05-31 07:48:00,82
67331,2023-05-04 06:01:00,29
10693,2023-11-23 14:23:00,3027
13010,2023-03-29 20:08:00,71
71477,2023-02-09 00:27:00,3379
37217,2023-05-01 09:11:00,2571
96421,2023-07-14 06:07:00,1161
65548,2023-09-15 13:43:00,1373
36314,2023-04-04 10:20:00,1750
41785,2023-09-09 04:36:00,1123
28481,2023-06-10 19:31:00,2267
50055,2023-03-19 09:01:00,3591
69525,2023-03-30 05:36:00,2999
53485,2023-12-09 02:15:00,1312
1586,2023-04-11 00:17:00,3363
24959,2023-04-26 13:58:00,381
73753,2023-12-27 21:58:00,1316
53913,2023-06-30 15:01:00,2897
96781,2023-09-10 22:36:00,1201
68867,2023-04-09 01:35:00,3440
70598,2023-12-29 14:14:00,2039
38758,2023-11-07 03:23:00,1247
66808,2023-06-13 14:38:00,1529
39521,2023-06-11 07:06:00,2313
43265,2023-09-24 10:39:00,2205
23093,2023-11-23 08:26:00,447
2860,2023-05-29 08:58:00,1080
89637,2023-10-28 03:00:00,2667
26170,2023-08-12 01:36:00,3359
64739,2023-01-03 16:40:00,130
57165,2023-02-01 14:57:00,768
53172,2023-02-16 17:17:00,3415
3561,2023-02-19 17:19:00,1282
28094,2023-08-12 14:21:00,2075
