MaSoThe,MaKhachHang,NgayLap,LoaiThe,TinhTrangThe,DiemTichLuy
22479,61620,2023-06-09,Member,Active,0
22480,73753,2023-01-08,Member,Active,0
22481,32616,2023-04-19,Member,Active,0
22482,6528,2023-07-08,Member,Active,0
22483,68813,2023-03-26,Member,Active,0
22484,64910,2023-03-05,Member,Active,0
22485,97714,2023-04-13,Member,Active,0
22486,56276,2023-09-07,Member,Active,0
22487,40591,2023-03-23,Member,Active,0
22488,83853,2023-10-12,Member,Active,0
22489,53641,2023-02-17,Member,Active,0
22490,21339,2023-03-08,Member,Active,0
22491,29060,2023-08-27,Member,Active,0
22492,23155,2023-04-21,Member,Active,0
22493,17949,2023-02-23,Member,Active,0
22494,64719,2023-01-21,Member,Active,0
22495,42659,2023-07-01,Member,Active,0
22496,49568,2023-06-16,Member,Active,0
22497,64139,2023-11-19,Member,Active,0
22498,12322,2023-02-06,Member,Active,0
22499,92016,2023-09-29,Member,Active,0
22500,3062,2023-04-16,Member,Active,0
22501,19531,2023-09-13,Member,Active,0
22502,59034,2023-02-10,Member,Active,0
22503,81034,2023-08-22,Member,Active,0
22504,57331,2023-05-16,Member,Active,0
22505,63340,2023-11-16,Member,Active,0
22506,93215,2023-02-04,Member,Active,0
22507,19563,2023-01-26,Member,Active,0
22508,95284,2023-07-23,Member,Active,0
22509,65121,2023-06-01,Member,Active,0
22510,69573,2023-01-02,Member,Active,0
22511,3411,2023-04-23,Member,Active,0
22512,4485,2023-09-17,Member,Active,0
22513,64407,2023-03-29,Member,Active,0
22514,26104,2023-05-23,Member,Active,0
22515,94738,2023-02-20,Member,Active,0
22516,65472,2023-12-26,Member,Active,0
22517,34962,2023-07-31,Member,Active,0
22518,84415,2023-02-15,Member,Active,0
22519,29206,2023-10-22,Member,Active,0
22520,71440,2023-08-09,Member,Active,0
22521,88791,2023-08-10,Member,Active,0
22522,73403,2023-02-09,Member,Active,0
22523,33593,2023-12-19,Member,Active,0
22524,23279,2023-09-16,Member,Active,0
22525,29924,2023-02-04,Member,Active,0
22526,86042,2023-06-20,Member,Active,0
22527,43028,2023-10-01,Member,Active,0
22528,447,2023-11-02,Member,Active,0
22529,47537,2023-06-08,Member,Active,0
22530,53169,2023-05-19,Member,Active,0
22531,63485,2023-02-02,Member,Active,0
22532,7302,2023-11-19,Member,Active,0
22533,70480,2023-02-28,Member,Active,0
22534,8117,2023-09-02,Member,Active,0
22535,42101,2023-10-18,Member,Active,0
22536,72018,2023-09-10,Member,Active,0
22537,44978,2023-09-30,Member,Active,0
22538,34460,2023-01-18,Member,Active,0
22539,95101,2023-03-10,Member,Active,0
22540,96955,2023-03-10,Member,Active,0
22541,10365,2023-04-08,Member,Active,0
22542,58410,2023-07-06,Member,Active,0
22543,77873,2023-01-14,Member,Active,0
22544,54487,2023-08-22,Member,Active,0
22545,24060,2023-05-12,Member,Active,0
22546,46254,2023-08-25,Member,Active,0
22547,71671,2023-02-26,Member,Active,0
22548,65079,2023-10-18,Member,Active,0
22549,62834,2023-04-11,Member,Active,0
22550,54555,2023-05-13,Member,Active,0
22551,28709,2023-03-17,Member,Active,0
22552,96974,2023-06-20,Member,Active,0
22553,31772,2023-02-07,Member,Active,0
22554,48944,2023-10-13,Member,Active,0
22555,70982,2023-05-16,Member,Active,0
22556,18497,2023-02-28,Member,Active,0
22557,19298,2023-04-21,Member,Active,0
22558,87392,2023-01-08,Member,Active,0
22559,46256,2023-04-20,Member,Active,0
22560,82740,2023-03-02,Member,Active,0
22561,29719,2023-04-11,Member,Active,0
22562,11230,2023-05-08,Member,Active,0
22563,26006,2023-11-04,Member,Active,0
22564,44694,2023-09-15,Member,Active,0
22565,85391,2023-09-25,Member,Active,0
22566,19794,2023-11-18,Member,Active,0
22567,44984,2023-01-09,Member,Active,0
22568,34653,2023-04-26,Member,Active,0
22569,44359,2023-05-23,Member,Active,0
22570,72180,2023-07-10,Member,Active,0
22571,23403,2023-07-11,Member,Active,0
22572,58255,2023-03-26,Member,Active,0
22573,63731,2023-11-08,Member,Active,0
22574,14531,2023-03-30,Member,Active,0
22575,96813,2023-12-25,Member,Active,0
22576,14428,2023-01-25,Member,Active,0
22577,60727,2023-09-06,Member,Active,0
22578,27033,2023-04-30,Member,Active,0
22579,57608,2023-01-10,Member,Active,0
22580,97880,2023-04-29,Member,Active,0
22581,34365,2023-05-09,Member,Active,0
22582,38609,2023-12-18,Member,Active,0
22583,87308,2023-07-26,Member,Active,0
22584,51303,2023-05-29,Member,Active,0
22585,52509,2023-06-22,Member,Active,0
22586,88290,2023-03-25,Member,Active,0
22587,32618,2023-06-12,Member,Active,0
22588,17417,2023-01-11,Member,Active,0
22589,75738,2023-01-11,Member,Active,0
22590,52391,2023-07-18,Member,Active,0
22591,23352,2023-05-26,Member,Active,0
22592,39476,2023-01-20,Member,Active,0
22593,38101,2023-02-17,Member,Active,0
22594,55461,2023-07-26,Member,Active,0
22595,65928,2023-05-16,Member,Active,0
22596,82802,2023-09-02,Member,Active,0
22597,68440,2023-03-24,Member,Active,0
22598,99933,2023-10-11,Member,Active,0
22599,9404,2023-02-03,Member,Active,0
22600,35371,2023-01-08,Member,Active,0
22601,43818,2023-08-24,Member,Active,0
22602,66928,2023-04-20,Member,Active,0
22603,90723,2023-05-14,Member,Active,0
22604,80654,2023-12-18,Member,Active,0
22605,76025,2023-01-01,Member,Active,0
22606,37865,2023-03-16,Member,Active,0
22607,37927,2023-04-24,Member,Active,0
22608,6627,2023-10-14,Member,Active,0
22609,19173,2023-04-21,Member,Active,0
22610,90000,2023-07-13,Member,Active,0
22611,23442,2023-09-22,Member,Active,0
22612,38089,2023-07-11,Member,Active,0
22613,13444,2023-05-30,Member,Active,0
22614,18555,2023-08-13,Member,Active,0
22615,1514,2023-08-14,Member,Active,0
22616,48112,2023-04-20,Member,Active,0
22617,45786,2023-06-25,Member,Active,0
22618,14658,2023-12-20,Member,Active,0
22619,25241,2023-12-29,Member,Active,0
22620,45933,2023-10-26,Member,Active,0
22621,16172,2023-12-13,Member,Active,0
22622,45282,2023-07-21,Member,Active,0
22623,65959,2023-07-24,Member,Active,0
22624,11393,2023-11-11,Member,Active,0
22625,99014,2023-06-02,Member,Active,0
22626,76941,2023-09-15,Member,Active,0
22627,44876,2023-04-30,Member,Active,0
22628,31894,2023-03-01,Member,Active,0
22629,89843,2023-10-24,Member,Active,0
22630,4854,2023-05-05,Member,Active,0
22631,58152,2023-03-30,Member,Active,0
22632,93218,2023-04-23,Member,Active,0
22633,69228,2023-10-07,Member,Active,0
22634,20636,2023-07-11,Member,Active,0
22635,73145,2023-07-11,Member,Active,0
22636,45077,2023-04-01,Member,Active,0
22637,43702,2023-05-06,Member,Active,0
22638,25687,2023-04-07,Member,Active,0
22639,16929,2023-04-18,Member,Active,0
22640,83052,2023-06-02,Member,Active,0
22641,88431,2023-04-07,Member,Active,0
22642,51736,2023-08-23,Member,Active,0
22643,30038,2023-01-09,Member,Active,0
22644,63328,2023-02-19,Member,Active,0
22645,95614,2023-01-15,Member,Active,0
22646,36836,2023-04-07,Member,Active,0
22647,7623,2023-11-13,Member,Active,0
22648,76402,2023-08-01,Member,Active,0
22649,85457,2023-08-05,Member,Active,0
22650,87618,2023-05-02,Member,Active,0
22651,69212,2023-03-09,Member,Active,0
22652,81141,2023-11-29,Member,Active,0
22653,20782,2023-06-25,Member,Active,0
22654,42895,2023-05-03,Member,Active,0
22655,48083,2023-07-22,Member,Active,0
22656,12581,2023-04-29,Member,Active,0
22657,96265,2023-05-13,Member,Active,0
22658,80505,2023-08-25,Member,Active,0
22659,17628,2023-12-21,Member,Active,0
22660,78271,2023-06-14,Member,Active,0
22661,44244,2023-03-15,Member,Active,0
22662,97910,2023-02-10,Member,Active,0
22663,60102,2023-08-09,Member,Active,0
22664,2897,2023-04-02,Member,Active,0
22665,39385,2023-01-04,Member,Active,0
22666,64652,2023-03-08,Member,Active,0
22667,38743,2023-10-25,Member,Active,0
22668,4518,2023-11-10,Member,Active,0
22669,12583,2023-10-04,Member,Active,0
22670,77815,2023-03-31,Member,Active,0
22671,89128,2023-01-20,Member,Active,0
22672,65326,2023-07-19,Member,Active,0
22673,28907,2023-09-24,Member,Active,0
22674,81165,2023-05-31,Member,Active,0
22675,29589,2023-03-15,Member,Active,0
22676,49937,2023-12-25,Member,Active,0
22677,42645,2023-07-16,Member,Active,0
22678,17581,2023-04-15,Member,Active,0
22679,37656,2023-05-26,Member,Active,0
22680,97946,2023-07-26,Member,Active,0
22681,99292,2023-05-12,Member,Active,0
22682,89910,2023-01-13,Member,Active,0
22683,81073,2023-12-26,Member,Active,0
22684,58586,2023-11-13,Member,Active,0
22685,26351,2023-02-20,Member,Active,0
22686,72107,2023-12-16,Member,Active,0
22687,42455,2023-11-12,Member,Active,0
22688,53071,2023-10-31,Member,Active,0
22689,57984,2023-12-13,Member,Active,0
22690,61913,2023-03-12,Member,Active,0
22691,27554,2023-07-03,Member,Active,0
22692,64179,2023-04-30,Member,Active,0
22693,58221,2023-04-22,Member,Active,0
22694,77847,2023-02-18,Member,Active,0
22695,20455,2023-11-25,Member,Active,0
22696,2182,2023-09-29,Member,Active,0
22697,35216,2023-03-16,Member,Active,0
22698,60552,2023-12-18,Member,Active,0
22699,34442,2023-11-13,Member,Active,0
22700,38663,2023-10-18,Member,Active,0
22701,55146,2023-09-24,Member,Active,0
22702,83276,2023-04-21,Member,Active,0
22703,29624,2023-08-14,Member,Active,0
22704,95442,2023-02-25,Member,Active,0
22705,19431,2023-05-05,Member,Active,0
22706,30631,2023-08-15,Member,Active,0
22707,95935,2023-05-18,Member,Active,0
22708,50008,2023-01-30,Member,Active,0
22709,59084,2023-03-30,Member,Active,0
22710,39388,2023-11-24,Member,Active,0
22711,16462,2023-01-11,Member,Active,0
22712,94476,2023-06-23,Member,Active,0
22713,38854,2023-11-01,Member,Active,0
22714,24382,2023-09-29,Member,Active,0
22715,141,2023-03-10,Member,Active,0
22716,58341,2023-09-28,Member,Active,0
22717,80894,2023-01-19,Member,Active,0
22718,53016,2023-12-18,Member,Active,0
22719,65343,2023-10-17,Member,Active,0
22720,15417,2023-10-17,Member,Active,0
22721,72954,2023-11-15,Member,Active,0
22722,71081,2023-03-18,Member,Active,0
22723,67378,2023-12-26,Member,Active,0
22724,72229,2023-09-08,Member,Active,0
22725,43940,2023-10-28,Member,Active,0
22726,62674,2023-04-19,Member,Active,0
22727,81297,2023-09-17,Member,Active,0
22728,40638,2023-01-08,Member,Active,0
22729,242,2023-08-10,Member,Active,0
22730,98246,2023-12-17,Member,Active,0
22731,50956,2023-09-13,Member,Active,0
22732,73971,2023-06-11,Member,Active,0
22733,28360,2023-02-20,Member,Active,0
22734,39300,2023-03-08,Member,Active,0
22735,81459,2023-01-08,Member,Active,0
22736,83977,2023-12-30,Member,Active,0
22737,673,2023-11-17,Member,Active,0
22738,585,2023-06-23,Member,Active,0
22739,19627,2023-01-22,Member,Active,0
22740,96345,2023-02-19,Member,Active,0
22741,63089,2023-12-08,Member,Active,0
22742,73916,2023-04-27,Member,Active,0
22743,78957,2023-12-12,Member,Active,0
22744,75724,2023-12-19,Member,Active,0
22745,91797,2023-04-21,Member,Active,0
22746,27235,2023-06-16,Member,Active,0
22747,1187,2023-05-10,Member,Active,0
22748,7359,2023-10-23,Member,Active,0
22749,97260,2023-10-29,Member,Active,0
22750,90253,2023-12-25,Member,Active,0
22751,53594,2023-01-12,Member,Active,0
22752,2771,2023-04-24,Member,Active,0
22753,45669,2023-12-12,Member,Active,0
22754,9107,2023-11-03,Member,Active,0
22755,25301,2023-04-20,Member,Active,0
22756,29671,2023-04-10,Member,Active,0
22757,93409,2023-01-18,Member,Active,0
22758,73070,2023-06-28,Member,Active,0
22759,38402,2023-06-09,Member,Active,0
22760,36923,2023-10-04,Member,Active,0
22761,57096,2023-11-03,Member,Active,0
22762,61390,2023-11-21,Member,Active,0
22763,22346,2023-11-02,Member,Active,0
22764,263,2023-01-21,Member,Active,0
22765,77187,2023-09-20,Member,Active,0
22766,33045,2023-10-16,Member,Active,0
22767,61557,2023-08-10,Member,Active,0
22768,15643,2023-09-08,Member,Active,0
22769,85891,2023-05-20,Member,Active,0
22770,81459,2023-07-09,Member,Active,0
22771,68102,2023-01-06,Member,Active,0
22772,55435,2023-07-07,Member,Active,0
22773,76349,2023-03-06,Member,Active,0
22774,9211,2023-12-17,Member,Active,0
22775,47121,2023-08-21,Member,Active,0
22776,40630,2023-04-10,Member,Active,0
22777,35771,2023-06-29,Member,Active,0
22778,1824,2023-07-31,Member,Active,0
22779,21853,2023-06-13,Member,Active,0
22780,87773,2023-06-10,Member,Active,0
22781,15135,2023-02-21,Member,Active,0
22782,75323,2023-06-02,Member,Active,0
22783,19665,2023-01-03,Member,Active,0
22784,89077,2023-03-23,Member,Active,0
22785,952,2023-06-17,Member,Active,0
22786,64434,2023-02-22,Member,Active,0
22787,48796,2023-07-30,Member,Active,0
22788,85160,2023-02-26,Member,Active,0
22789,54548,2023-08-02,Member,Active,0
22790,46764,2023-05-03,Member,Active,0
22791,61374,2023-03-07,Member,Active,0
22792,60202,2023-09-23,Member,Active,0
22793,39556,2023-02-06,Member,Active,0
22794,42552,2023-02-08,Member,Active,0
22795,17025,2023-03-16,Member,Active,0
22796,70621,2023-09-20,Member,Active,0
22797,64795,2023-07-07,Member,Active,0
22798,98607,2023-01-28,Member,Active,0
22799,96035,2023-07-14,Member,Active,0
22800,54932,2023-08-08,Member,Active,0
22801,64260,2023-09-16,Member,Active,0
22802,62036,2023-04-09,Member,Active,0
22803,45159,2023-03-06,Member,Active,0
22804,64607,2023-04-22,Member,Active,0
22805,12210,2023-08-27,Member,Active,0
22806,56395,2023-05-03,Member,Active,0
22807,47426,2023-09-23,Member,Active,0
22808,19983,2023-01-25,Member,Active,0
22809,88205,2023-07-02,Member,Active,0
22810,23242,2023-10-30,Member,Active,0
22811,31806,2023-02-06,Member,Active,0
22812,16872,2023-12-06,Member,Active,0
22813,68148,2023-01-05,Member,Active,0
22814,7094,2023-11-18,Member,Active,0
22815,1521,2023-04-23,Member,Active,0
22816,6428,2023-03-03,Member,Active,0
22817,29137,2023-01-08,Member,Active,0
22818,4920,2023-03-25,Member,Active,0
22819,36205,2023-02-02,Member,Active,0
22820,39958,2023-05-15,Member,Active,0
22821,46753,2023-12-19,Member,Active,0
22822,20149,2023-07-07,Member,Active,0
22823,93468,2023-02-23,Member,Active,0
22824,11835,2023-10-07,Member,Active,0
22825,43458,2023-01-16,Member,Active,0
22826,87786,2023-07-24,Member,Active,0
22827,31599,2023-05-09,Member,Active,0
22828,50687,2023-01-30,Member,Active,0
22829,66015,2023-03-07,Member,Active,0
22830,93894,2023-02-11,Member,Active,0
22831,5945,2023-09-16,Member,Active,0
22832,31166,2023-07-12,Member,Active,0
22833,92285,2023-02-15,Member,Active,0
22834,20877,2023-10-17,Member,Active,0
22835,47298,2023-11-05,Member,Active,0
22836,1552,2023-11-18,Member,Active,0
22837,88846,2023-05-04,Member,Active,0
22838,53926,2023-04-19,Member,Active,0
22839,60240,2023-02-02,Member,Active,0
22840,48504,2023-03-10,Member,Active,0
22841,63667,2023-06-16,Member,Active,0
22842,33271,2023-06-13,Member,Active,0
22843,2316,2023-06-03,Member,Active,0
22844,14478,2023-11-06,Member,Active,0
22845,58417,2023-12-06,Member,Active,0
22846,73635,2023-11-30,Member,Active,0
22847,76409,2023-09-25,Member,Active,0
22848,21407,2023-03-22,Member,Active,0
22849,29031,2023-03-14,Member,Active,0
22850,39733,2023-05-15,Member,Active,0
22851,68796,2023-01-31,Member,Active,0
22852,29296,2023-05-28,Member,Active,0
22853,22521,2023-04-28,Member,Active,0
22854,98083,2023-09-15,Member,Active,0
22855,51484,2023-05-21,Member,Active,0
22856,17339,2023-05-08,Member,Active,0
22857,23511,2023-08-22,Member,Active,0
22858,7258,2023-08-14,Member,Active,0
22859,42602,2023-03-05,Member,Active,0
22860,6557,2023-10-11,Member,Active,0
22861,55259,2023-03-19,Member,Active,0
22862,12442,2023-02-12,Member,Active,0
22863,17824,2023-12-05,Member,Active,0
22864,59117,2023-11-28,Member,Active,0
22865,66200,2023-08-26,Member,Active,0
22866,53456,2023-11-02,Member,Active,0
22867,76777,2023-06-09,Member,Active,0
22868,5103,2023-01-07,Member,Active,0
22869,68779,2023-04-09,Member,Active,0
22870,53209,2023-01-11,Member,Active,0
22871,97334,2023-03-01,Member,Active,0
22872,19793,2023-05-14,Member,Active,0
22873,61447,2023-12-27,Member,Active,0
22874,77797,2023-10-10,Member,Active,0
22875,38735,2023-07-21,Member,Active,0
22876,96031,2023-07-29,Member,Active,0
22877,76035,2023-08-19,Member,Active,0
22878,5130,2023-11-26,Member,Active,0
22879,86922,2023-12-04,Member,Active,0
22880,54934,2023-11-05,Member,Active,0
22881,49744,2023-01-05,Member,Active,0
22882,9613,2023-04-30,Member,Active,0
22883,15180,2023-09-04,Member,Active,0
22884,56977,2023-02-14,Member,Active,0
22885,96779,2023-09-17,Member,Active,0
22886,52936,2023-04-03,Member,Active,0
22887,37568,2023-03-19,Member,Active,0
22888,59860,2023-06-11,Member,Active,0
22889,59813,2023-01-20,Member,Active,0
22890,96050,2023-10-02,Member,Active,0
22891,66169,2023-01-13,Member,Active,0
22892,7233,2023-11-30,Member,Active,0
22893,97719,2023-04-29,Member,Active,0
22894,26186,2023-11-12,Member,Active,0
22895,14464,2023-09-29,Member,Active,0
22896,96864,2023-03-12,Member,Active,0
22897,25180,2023-10-27,Member,Active,0
22898,34884,2023-05-16,Member,Active,0
22899,75603,2023-12-21,Member,Active,0
22900,71554,2023-12-30,Member,Active,0
22901,5139,2023-11-09,Member,Active,0
22902,51003,2023-06-20,Member,Active,0
22903,48193,2023-03-28,Member,Active,0
22904,40485,2023-05-12,Member,Active,0
22905,50705,2023-08-25,Member,Active,0
22906,76981,2023-11-04,Member,Active,0
22907,49133,2023-06-30,Member,Active,0
22908,96564,2023-06-13,Member,Active,0
22909,27774,2023-01-20,Member,Active,0
22910,72757,2023-01-24,Member,Active,0
22911,86660,2023-05-27,Member,Active,0
22912,77496,2023-08-22,Member,Active,0
22913,9598,2023-08-27,Member,Active,0
22914,62539,2023-06-08,Member,Active,0
22915,89059,2023-08-14,Member,Active,0
22916,80527,2023-08-17,Member,Active,0
22917,27372,2023-04-30,Member,Active,0
22918,22199,2023-07-09,Member,Active,0
22919,60329,2023-04-16,Member,Active,0
22920,58997,2023-11-21,Member,Active,0
22921,35729,2023-08-17,Member,Active,0
22922,17258,2023-10-30,Member,Active,0
22923,11042,2023-03-31,Member,Active,0
22924,18143,2023-05-09,Member,Active,0
22925,66134,2023-08-02,Member,Active,0
22926,58492,2023-04-13,Member,Active,0
22927,96643,2023-03-01,Member,Active,0
22928,75238,2023-01-28,Member,Active,0
22929,62426,2023-07-08,Member,Active,0
22930,3721,2023-09-15,Member,Active,0
22931,87028,2023-04-30,Member,Active,0
22932,76359,2023-12-27,Member,Active,0
22933,81076,2023-10-20,Member,Active,0
22934,68883,2023-07-13,Member,Active,0
22935,69003,2023-09-08,Member,Active,0
22936,87346,2023-03-28,Member,Active,0
22937,51271,2023-07-10,Member,Active,0
22938,1039,2023-07-26,Member,Active,0
22939,10220,2023-07-24,Member,Active,0
22940,77977,2023-01-04,Member,Active,0
22941,6180,2023-03-07,Member,Active,0
22942,92844,2023-02-22,Member,Active,0
22943,83515,2023-12-03,Member,Active,0
22944,21106,2023-11-21,Member,Active,0
22945,40436,2023-08-10,Member,Active,0
22946,94765,2023-10-02,Member,Active,0
22947,38482,2023-11-26,Member,Active,0
22948,30639,2023-08-02,Member,Active,0
22949,35542,2023-04-10,Member,Active,0
22950,98691,2023-08-11,Member,Active,0
22951,7321,2023-12-07,Member,Active,0
22952,2671,2023-11-24,Member,Active,0
22953,98423,2023-01-04,Member,Active,0
22954,1668,2023-11-13,Member,Active,0
22955,36481,2023-06-17,Member,Active,0
22956,90411,2023-03-12,Member,Active,0
22957,61256,2023-02-16,Member,Active,0
22958,10931,2023-11-07,Member,Active,0
22959,30553,2023-02-16,Member,Active,0
22960,13837,2023-10-19,Member,Active,0
22961,98686,2023-01-12,Member,Active,0
22962,60468,2023-10-09,Member,Active,0
22963,98394,2023-10-26,Member,Active,0
22964,32839,2023-07-22,Member,Active,0
22965,93492,2023-09-08,Member,Active,0
22966,86374,2023-11-01,Member,Active,0
22967,70375,2023-06-27,Member,Active,0
22968,90383,2023-03-21,Member,Active,0
22969,9689,2023-10-11,Member,Active,0
22970,87496,2023-02-09,Member,Active,0
22971,71701,2023-12-11,Member,Active,0
22972,95636,2023-10-12,Member,Active,0
22973,93984,2023-07-31,Member,Active,0
22974,50892,2023-08-07,Member,Active,0
22975,71287,2023-07-27,Member,Active,0
22976,41146,2023-11-12,Member,Active,0
22977,31186,2023-04-17,Member,Active,0
22978,21402,2023-12-24,Member,Active,0
22979,80199,2023-12-02,Member,Active,0
22980,9584,2023-04-23,Member,Active,0
22981,70307,2023-03-19,Member,Active,0
22982,82368,2023-03-20,Member,Active,0
22983,18567,2023-01-06,Member,Active,0
22984,37967,2023-03-21,Member,Active,0
22985,37616,2023-05-02,Member,Active,0
22986,24167,2023-01-03,Member,Active,0
22987,73711,2023-02-24,Member,Active,0
22988,93650,2023-10-24,Member,Active,0
22989,3476,2023-03-31,Member,Active,0
22990,4232,2023-08-15,Member,Active,0
22991,95214,2023-11-25,Member,Active,0
22992,53929,2023-05-08,Member,Active,0
22993,17624,2023-05-30,Member,Active,0
22994,42812,2023-05-17,Member,Active,0
22995,48134,2023-08-09,Member,Active,0
22996,65590,2023-03-07,Member,Active,0
22997,22987,2023-02-24,Member,Active,0
22998,45633,2023-05-10,Member,Active,0
22999,97744,2023-08-12,Member,Active,0
23000,48030,2023-04-03,Member,Active,0
23001,65099,2023-02-24,Member,Active,0
23002,79056,2023-06-09,Member,Active,0
23003,21258,2023-02-26,Member,Active,0
23004,24438,2023-04-13,Member,Active,0
23005,14193,2023-03-11,Member,Active,0
23006,5068,2023-09-21,Member,Active,0
23007,38457,2023-06-15,Member,Active,0
23008,55981,2023-12-02,Member,Active,0
23009,15899,2023-02-14,Member,Active,0
23010,25924,2023-11-27,Member,Active,0
23011,2557,2023-12-21,Member,Active,0
23012,79756,2023-03-15,Member,Active,0
23013,62291,2023-11-08,Member,Active,0
23014,81336,2023-07-02,Member,Active,0
23015,76435,2023-01-24,Member,Active,0
23016,14700,2023-07-31,Member,Active,0
23017,44228,2023-11-28,Member,Active,0
23018,96722,2023-07-28,Member,Active,0
23019,74877,2023-05-24,Member,Active,0
23020,85214,2023-09-27,Member,Active,0
23021,77686,2023-09-24,Member,Active,0
23022,21471,2023-11-09,Member,Active,0
23023,92602,2023-05-17,Member,Active,0
23024,64330,2023-04-25,Member,Active,0
23025,95828,2023-10-03,Member,Active,0
23026,63072,2023-03-20,Member,Active,0
23027,41681,2023-10-26,Member,Active,0
23028,79019,2023-08-15,Member,Active,0
23029,19673,2023-07-03,Member,Active,0
23030,10846,2023-08-09,Member,Active,0
23031,71197,2023-09-01,Member,Active,0
23032,60256,2023-10-15,Member,Active,0
23033,66715,2023-06-04,Member,Active,0
23034,70573,2023-04-04,Member,Active,0
23035,34147,2023-09-08,Member,Active,0
23036,78430,2023-02-08,Member,Active,0
23037,19903,2023-11-27,Member,Active,0
23038,2682,2023-01-26,Member,Active,0
23039,42735,2023-06-11,Member,Active,0
23040,39886,2023-10-26,Member,Active,0
23041,13858,2023-09-07,Member,Active,0
23042,69299,2023-07-20,Member,Active,0
23043,29080,2023-10-18,Member,Active,0
23044,15527,2023-05-24,Member,Active,0
23045,41878,2023-02-08,Member,Active,0
23046,94045,2023-03-20,Member,Active,0
23047,2162,2023-02-02,Member,Active,0
23048,12012,2023-05-23,Member,Active,0
23049,23388,2023-06-05,Member,Active,0
23050,31987,2023-02-17,Member,Active,0
23051,39738,2023-09-06,Member,Active,0
23052,31205,2023-02-13,Member,Active,0
23053,27324,2023-07-21,Member,Active,0
23054,95630,2023-12-25,Member,Active,0
23055,506,2023-06-17,Member,Active,0
23056,62940,2023-03-02,Member,Active,0
23057,4427,2023-07-08,Member,Active,0
23058,71394,2023-12-26,Member,Active,0
23059,23006,2023-06-27,Member,Active,0
23060,18313,2023-10-11,Member,Active,0
23061,69703,2023-10-21,Member,Active,0
23062,41212,2023-12-09,Member,Active,0
23063,73858,2023-08-31,Member,Active,0
23064,68025,2023-12-31,Member,Active,0
23065,31391,2023-09-24,Member,Active,0
23066,80705,2023-06-28,Member,Active,0
23067,57922,2023-09-03,Member,Active,0
23068,96851,2023-08-15,Member,Active,0
23069,20737,2023-01-06,Member,Active,0
23070,84602,2023-04-14,Member,Active,0
23071,8427,2023-12-17,Member,Active,0
23072,4207,2023-11-22,Member,Active,0
23073,3483,2023-01-29,Member,Active,0
23074,87109,2023-02-28,Member,Active,0
23075,73579,2023-05-02,Member,Active,0
23076,25854,2023-09-15,Member,Active,0
23077,13151,2023-12-10,Member,Active,0
23078,34113,2023-11-07,Member,Active,0
23079,7679,2023-08-01,Member,Active,0
23080,94767,2023-09-06,Member,Active,0
23081,95695,2023-12-01,Member,Active,0
23082,9500,2023-02-06,Member,Active,0
23083,45988,2023-04-28,Member,Active,0
23084,99770,2023-10-18,Member,Active,0
23085,13832,2023-08-25,Member,Active,0
23086,47366,2023-12-16,Member,Active,0
23087,70644,2023-02-05,Member,Active,0
23088,56585,2023-12-21,Member,Active,0
23089,29981,2023-05-27,Member,Active,0
23090,57436,2023-04-09,Member,Active,0
23091,59943,2023-10-07,Member,Active,0
23092,41995,2023-10-04,Member,Active,0
23093,71965,2023-09-07,Member,Active,0
23094,53942,2023-08-25,Member,Active,0
23095,98108,2023-07-22,Member,Active,0
23096,65304,2023-04-30,Member,Active,0
23097,25655,2023-11-04,Member,Active,0
23098,65272,2023-10-07,Member,Active,0
23099,13215,2023-05-24,Member,Active,0
23100,47950,2023-04-22,Member,Active,0
23101,80191,2023-01-31,Member,Active,0
23102,24325,2023-02-04,Member,Active,0
23103,19362,2023-11-28,Member,Active,0
23104,2214,2023-06-28,Member,Active,0
23105,41361,2023-05-20,Member,Active,0
23106,73226,2023-10-29,Member,Active,0
23107,80135,2023-10-07,Member,Active,0
23108,1988,2023-05-31,Member,Active,0
23109,95853,2023-04-01,Member,Active,0
23110,59745,2023-06-12,Member,Active,0
23111,62414,2023-07-26,Member,Active,0
23112,69050,2023-03-19,Member,Active,0
23113,32916,2023-04-21,Member,Active,0
23114,5549,2023-08-10,Member,Active,0
23115,22388,2023-05-10,Member,Active,0
23116,1026,2023-04-13,Member,Active,0
23117,1409,2023-09-17,Member,Active,0
23118,85130,2023-01-20,Member,Active,0
23119,98023,2023-02-03,Member,Active,0
23120,84307,2023-03-13,Member,Active,0
23121,47530,2023-02-21,Member,Active,0
23122,60152,2023-03-01,Member,Active,0
23123,12145,2023-08-28,Member,Active,0
23124,46452,2023-03-01,Member,Active,0
23125,99657,2023-05-27,Member,Active,0
23126,38934,2023-09-02,Member,Active,0
23127,42020,2023-04-02,Member,Active,0
23128,7317,2023-05-05,Member,Active,0
23129,35460,2023-11-23,Member,Active,0
23130,51431,2023-10-05,Member,Active,0
23131,7901,2023-02-08,Member,Active,0
23132,32683,2023-07-23,Member,Active,0
23133,94393,2023-05-04,Member,Active,0
23134,95870,2023-03-12,Member,Active,0
23135,43075,2023-03-24,Member,Active,0
23136,69724,2023-03-24,Member,Active,0
23137,39110,2023-11-18,Member,Active,0
23138,12731,2023-08-18,Member,Active,0
23139,16893,2023-11-28,Member,Active,0
23140,56086,2023-10-26,Member,Active,0
23141,82440,2023-06-17,Member,Active,0
23142,9917,2023-07-07,Member,Active,0
